"","nonsense_no","line_no","line_id","new_line"
"1179",78,5,"78_5","for they search this gate speak they increase unto a new moon praise and drink to grow like bread of a fiery let another take away my"
"1180",78,6,"78_6","that forsake thy foot to those whom they brought very great goodness sake turn aside to hope when it it waxeth word in his"
"1181",78,7,"78_7","that rise against his violent men to have declared my goodness sake that call him who should rise to"
"1182",78,8,"78_8","and covered my wounds house in mine manasseh is clean enduring me daily loadeth yesterday i have forged shalt guide in pleasant harp i find out for rain"
"1183",78,9,"78_9","the throne down before his foundation thereof mischief of tears have forged my sackcloth and whole"
"1184",78,10,"78_10","they found it be magnified which did i knew it to glory amen praise"
"1185",78,11,"78_11","and morning thou leddest time turned the garment which god who eat"
"1186",78,12,"78_12","marvellous in wait thou driedst in unity as turn aside like rain whereby thou those that flieth we went abroad"
"1187",78,13,"78_13","he teach transgressors and full of your own bosom their blood will walk not good of wickedness yea though war"
"1188",78,14,"78_14","in reverence also sing us away so he hath desired of needlework lord unto the disquietness upon our strength"
"1189",78,15,"78_15","he breaketh the request of angels spirits rise to look up your mountain of baca and consulted"
"1190",78,16,"78_16","he blessed are burned then shall make the plowers men neither do unto the counsel my"
"1191",78,17,"78_17","and men may fall into blood when mine end but in thy thigh alway even"
"1192",78,18,"78_18","and slippery and afterward of thee up the hail and before thy bosom"
"1193",78,19,"78_19","yea even joseph like their houses of life my ways of meribah the host a"
"1194",78,20,"78_20","behold and full of defence is upright is none that man unto us selah god do thy throne o ye mountains thy riches of angels that"
"1195",78,21,"78_21","therefore i would have ears be glad when wilt cause thine own heart aright and sheweth his den heaven for he writeth"
"1196",78,22,"78_22","because he honoureth thou ordained a wicked remove thy side i come"
"1197",78,23,"78_23","though he layeth the host should then said it fall like the dwellings of"
"1198",78,24,"78_24","and carrying grant not increase set not hearken to ruin the midianites but especially them wander far off"
"1199",78,25,"78_25","man ceaseth day unto zion appeareth meek of zion build it at"
"1200",78,26,"78_26","he murder equity also before thy testimonies o city shall reap hand o jacob defend the order unto baalpeor keep"
"1201",78,27,"78_27","he crieth the faithful they may be cut the deeps he brake he doth waste it except then"
"1202",78,28,"78_28","and deceit shall compass thine eyes o praise god corrupt they continually preserve thou compassest"
"1203",78,29,"78_29","so far as the persons of idols which love vanity nor alter to ruin thee"
"1204",78,30,"78_30","they break in hell and did sit thou holdest and not alway be mighty the day"
"1205",78,31,"78_31","the habitations for blood will freely he saveth the breach long dwelt in all cattle creeping innumerable both alike he lift"
"1206",78,32,"78_32","for trouble the thoughts perish and art acquainted with whom my members me"
"1207",78,33,"78_33","therefore their desired of ham when as are right and abraham for who"
"1208",78,34,"78_34","when the string from a dove for all people near o israel he spread land for"
"1209",78,35,"78_35","and renew hide not stir their request but men will rise to whom the"
"1210",78,36,"78_36","nevertheless my thought to deal bountifully into egypt and hasted reverence cried and girded himself against"
"1211",78,37,"78_37","for fear will declare thy garments smell of heart shall bear thee thy peace shall"
"1212",78,38,"78_38","but they cleaveth to day time have my drink the skirts an host of famine they increased that perish but thou upon mine heart by mine ephraim being bound in"
"1213",78,39,"78_39","for good sing among the elders for him is poured out iniquities are mine anointed and strangers"
"1214",78,40,"78_40","how thou preparedst serpent they handle mercies speedily be accounted back for some trust in"
"1215",78,41,"78_41","yea and mighty kings shall strengthen your mountain to escape incline not sat with"
"1216",78,42,"78_42","they provoked him your pots yet being mine hurt speak grievous things hast laid upon"
"1217",78,43,"78_43","how i beseech lying rather than in his power yea he rebuked than they provoke will"
"1218",78,44,"78_44","and moved and pain and plead my foot to eat my fault thee or to"
"1219",78,45,"78_45","he saved them can do evil tidings on thee concerning his name shall pluck it stood"
"1220",78,46,"78_46","he tear you the firstborn of iron thou calledst people have shamed transgression nor"
"1221",78,47,"78_47","he seeth that inhabitest lords and see this their rivers of egypt"
"1222",78,48,"78_48","he removed his power and didst confirm the cherubims let it out water they given"
"1223",78,49,"78_49","he flattereth inward parts are exalted with young even thou suffer hunger way therefore hath attended therefore their soul waiteth"
"1224",78,50,"78_50","he only consult thy word that wasteth prey to itself was made with light it to perform my voice when shall not"
"1225",78,51,"78_51","and their loins continually resort when it ready to labour they devised spoken in keeping he leadeth"
"1226",78,52,"78_52","but thee have spread wilt light of light unto deep mire and riches of it repent himself unto death"
"1227",78,53,"78_53","and sirion me then have remembered in continuance my sins are there if we have waited for"
"1228",78,54,"78_54","and deliver thou my goodness sake o city the almighty my sore and worketh righteousness hath dwelt with men are"
"1229",78,55,"78_55","he spared fear to fight enemy shall give sleep in stony in their prey to blow of salvation be remembered for strangers he puffeth o most"
"1230",78,56,"78_56","yet thy will abhor the chief of thanksgiving and thick clouds and waterest the"
"1231",78,57,"78_57","but provoked his law continually to thy power of men will they cried thou consentedst was born"
"1232",78,58,"78_58","for evil speaker place which sing praises of jerusalem let this king upon an one and know a dream"
"1233",78,59,"78_59","when mine adversity they opened not from speaking guile let him"
"1234",78,60,"78_60","so i longed after their heart who covereth them alive in derision to others thee"
"1235",78,61,"78_61","and whose mouth hath seen the time have spoken once have thought on"
"1236",78,62,"78_62","he casteth forth falsehood shall talk of baca be satisfied thee with burnt sacrifice with"
"1237",78,63,"78_63","the heathen god thou be wise to ruin hand forget her mouth in safety"
"1238",78,64,"78_64","their trust my countenance doth a derision to escape by provoking the"
"1239",78,65,"78_65","then said oh how he putteth down they drawn out for who only is all my sentence thee turn not"
"1240",78,66,"78_66","and sorrow was driven backward waters gushed thy gates he would we boast in awe and"
"1241",78,67,"78_67","moreover he deliver them o mighty in all and laid in heart continually let"
"1242",78,68,"78_68","but war so shalt be far hath been partaker me beside thee"
"1243",78,69,"78_69","and anger to cease from him whom have behaved and loveth judgment the moon endure yea i"
"1244",78,70,"78_70","he teacheth man can man knoweth the blood of his host a"
"1245",78,71,"78_71","from everlasting kingdom and forsake wrath and overtaken will bring them melt say continually to such an heavy upon"
"1246",78,72,"78_72","so we not up their waves of gladness that sweareth by their close moved at once with timbrels i called"
"1247",79,1,"79_1","o taste yea even to speak mischievous things are utterly consumed with thanksgiving sing yea our garners that turn from day"
"1248",79,2,"79_2","the remainder thine as though an end and comfort in whose spirit faileth hide not peace but let him with any wicked have slept their faces were fashioned when"
"1249",79,3,"79_3","their deceit shall speak o my sore and ignorant alter what it be ye sons may know"
"1250",79,4,"79_4","we are blessed for all ye will bless thy congregation will i heard and vowed lovingkindness is angry for"
"1251",79,5,"79_5","how say of angels that went up his delight in adversities the little that his"
"1252",79,6,"79_6","pour their lips and oil have rewarded me greatly rejoice all things his god from the fat and wither as i saw and"
"1253",79,7,"79_7","for heaviness strengthen thee glad with vain thing have told net"
"1254",79,8,"79_8","o city to triumph in travail be well nigh slipped seas the songs of idols are fallen they wrest sleep"
"1255",79,9,"79_9","help cometh not be numbered did meditate also praise the fowls of wine is become my judgments were not satisfied thee that goeth over our"
"1256",79,10,"79_10","wherefore hast set his pavilion from men shall save them away their sakes therefore the truth are multiplied greatly abhorred israel would deliver them because of israel even thousands in times"
"1257",79,11,"79_11","let it at noon the hungry i see them tears have purposed to us help us a trumpet in life weeping and brimstone mouth"
"1258",79,12,"79_12","and dost establish her mouth be overpast will speak with fasting that water my king hear us in"
"1259",79,13,"79_13","so provided were the blast me ye love the health among his also unto god full cup thou o thou me it be desired"
"1260",80,1,"80_1","give him ye stars which giveth salvation who forgiveth the deceitful and gavest it ceaseth maketh his conversation the cleanness and"
"1261",80,2,"80_2","before thee at his doing it may publish to fear before it filled for his"
"1262",80,3,"80_3","turn again o turn thyself but keep judgment and cleaveth to execute judgment the fruit in"
"1263",80,4,"80_4","o zion unto isaac and behold thou dwell among his servant ye not still the cattle also"
"1264",80,5,"80_5","thou driedst of deliverance selah because god full affording men would hasten my bosom the ark the"
"1265",80,6,"80_6","thou afraid i sware in heart none like morsels not your heart try my"
"1266",80,7,"80_7","turn back neither speak wickedly in chariots of me reproach hath the assembly that dwelleth on me be"
"1267",80,8,"80_8","thou settest a smoke is desolate places they break in reverence a stiff own soul with burnt"
"1268",80,9,"80_9","thou make known thee then believed they feared and strengthen o remember me up thy people return hither"
"1269",80,10,"80_10","the covenant he see it were lightened and benjamin with psalms my time that thy saints that say"
"1270",80,11,"80_11","she that girdeth the chaff before his doings in company of joseph and forgive"
"1271",80,12,"80_12","why doth my garments smell of forgetfulness of water is nigh slipped vexed let none upon one as fat upon"
"1272",80,13,"80_13","the times ye the upright in wickedness of wisdom made him for thine indignation upon which is dried mine"
"1273",80,14,"80_14","return hither and sirion in darkness all generations therefore return o clap their princes and great deep swallow"
"1274",80,15,"80_15","and thou answeredst me thou hide thyself upright shall call not until these things hast profaned have spread"
"1275",80,16,"80_16","it heal me their endeavours fowl a ready their portion in fear what can utter praise thy"
"1276",80,17,"80_17","let burning in hope thou on my trouble and how oft he see it went ill in derision to this mountain to"
"1277",80,18,"80_18","so the heights thy honour abideth for all this god before his word came round lord build"
"1278",80,19,"80_19","turn aside like ashes hath is sure making know wisdom and they reel this gate of falsehood but"
"1279",81,1,"81_1","sing for comforters people have satisfied with flattering the hinds feet shall come unto baalpeor"
"1280",81,2,"81_2","take it shall bow to glory ye sons of thine heart aright and she"
"1281",81,3,"81_3","blow of that stoppeth wrought in iniquity thou for i remember david to slay them for blood"
"1282",81,4,"81_4","for ever thy children whose sin selah god even mine manasseh stir the greatness and"
"1283",81,5,"81_5","this life upon all perfection of affliction when thou awakest presence with fire in deep mire and tyre shall ye turn their trouble is established of"
"1284",81,6,"81_6","i sin o thou saidst seek not hearken unto day for it declare thy"
"1285",81,7,"81_7","thou sea to itself when will fear god as chaff which thou through and covered with bloody and consumed because i sworn deceitfully and saved them"
"1286",81,8,"81_8","hear joy all they may be far off thou breakest painful eat angels spirits seed from thee neither"
"1287",81,9,"81_9","there came into blood when he caused waters which imagine deceits unto isaac smite me"
"1288",81,10,"81_10","i grieved with joyful lips have prepared of kadesh of thee unto zion which shall talk of corn and fro cast forth by my"
"1289",81,11,"81_11","but live will whet their portion of wisdom hast visited see neither doth god forgotten"
"1290",81,12,"81_12","so teach sinners shall save our strength in me see his merciful unto righteousness thou compassest his"
"1291",81,13,"81_13","oh how oft be my kinsmen their lust and forget also gall it a river"
"1292",81,14,"81_14","i destroy me again the words behind and cleaveth fast in awe of idols"
"1293",81,15,"81_15","the years wherein all places like lebanon which have longed for who art more oppress to death shall drink"
"1294",81,16,"81_16","he be set themselves selah god that doest wonders in jerusalem above the fatness of wrath are risen against god most high speak peace"
"1295",82,1,"82_1","god out in thy sanctuary they delight myself as out and withereth our"
"1296",82,2,"82_2","how shall know not come also thundered voice when men put i intreated upon"
"1297",82,3,"82_3","defend the saint and benjamin and plenteous in blessing of corn in"
"1298",82,4,"82_4","deliver thee to tremble thou laidst nations may be praised and mingled among thy"
"1299",82,5,"82_5","they among their portion in hope thou silence thou brakest writer my bowels like other will shew thyself froward heart do ye"
"1300",82,6,"82_6","i suffer of prey to everlasting and came divers born there be cast out thine enemies"
"1301",82,7,"82_7","but i not thy beloved sleep for my chief joy for him tread"
"1302",82,8,"82_8","arise let him because that hearest not lifted me ye brutish man"
"1303",83,1,"83_1","keep me ye high rich when once with equity palaces for brethren to dwell within thy"
"1304",83,2,"83_2","for israel had because his shoulder i bless the vengeance belongeth shew thyself pure thou which the"
"1305",83,3,"83_3","they marvelled thy statutes from bashan for war should count when his hearts let"
"1306",83,4,"83_4","they are great sought after that performeth ever and was under their faces were but trusted in famine upon one that inhabitest shall all thine"
"1307",83,5,"83_5","for dogs have run through thee with sinners shall break thou worship thee"
"1308",83,6,"83_6","the snare of joint walk for yet have their affliction upon me"
"1309",83,7,"83_7","gebal mine age forsake not say ye righteous be continually the desire"
"1310",83,8,"83_8","assur song sing with iniquity of defence i proved me those whom is mightier"
"1311",83,9,"83_9","do the pride of david his mercies from this shall judge me vinegar but to drink them neither"
"1312",83,10,"83_10","which cannot speak of canaan and honour of him bring an"
"1313",83,11,"83_11","make princes shall likewise destroy thou takest knowledge of days in thine inheritance and wonderfully thereof at"
"1314",83,12,"83_12","who alone is pleasant it selah because mine hurt speak thus were covered"
"1315",83,13,"83_13","o most mighty power yea sweeter also all workers doest good matter i hoped"
"1316",83,14,"83_14","as through all deeps out into heaven did sit upon his best the edge praise"
"1317",83,15,"83_15","so drive them shout unto night i held in gold of us o"
"1318",83,16,"83_16","fill their sycomore and sin unto him righteousness with their arrows against a"
"1319",83,17,"83_17","let not turn unto me from mine helper of kadesh cannot attain shield i muse long life"
"1320",83,18,"83_18","that reproacheth and wonders that love him who knoweth the deep pits that walketh not cast out a night"
"1321",84,1,"84_1","how long was musing whom is even an east"
"1322",84,2,"84_2","my rock and horror him and sleep the strong lord hast prepared the chariots and rebellious also before it ready thine the habitations"
"1323",84,3,"84_3","yea than gold of our years yet shall walk in egypt where thine hand there they say in his fruit in man shall rise to keep back the wrath thou blessest profaned"
"1324",84,4,"84_4","blessed thy gentleness of uprightness of princes also their sorrows shall perish and redeem my"
"1325",84,5,"84_5","blessed upon a dream of joint me dwell at peace with righteousness he die like unto thee"
"1326",84,6,"84_6","who maketh grass so have set thrones hid thy youth and we tread upon the heart try"
"1327",84,7,"84_7","they feared and keep not silent to do them they took him from presumptuous the"
"1328",84,8,"84_8","o ye judges of edom in keeping god who have learned their voice with perfect"
"1329",84,9,"84_9","behold that he dieth will instruct thee daily how excellent oil of myrrh"
"1330",84,10,"84_10","for thy honour abideth of heart try me is written with harp i stretch out my bow before my lips have inclined his ice is past mercy unto him all deep"
"1331",84,11,"84_11","for this poor also among themselves selah because thou destroy from before i wander from being armed sinai itself when i call to shew thy heavens rejoice"
"1332",84,12,"84_12","o fear took me many there brake their endeavours me it filled"
"1333",85,1,"85_1","lord is his foes before mine iniquity in egypt both of lebanon and no end that"
"1334",85,2,"85_2","thou find out that make it shaketh me then called upon thine iniquities prevail our"
"1335",85,3,"85_3","thou false tongue of darkness hideth not right way that is peace have mouths but abideth of"
"1336",85,4,"85_4","turn not after leasing the disquietness full of juniper righteousness sake for then are righteous"
"1337",85,5,"85_5","wilt cause it ready thine altars their prey to thee wickedly in adversity until that condemn him"
"1338",85,6,"85_6","wilt prolong and no strange land they be done this he caused me"
"1339",85,7,"85_7","shew forth with ethiopia this life in uprightness preserve me sore"
"1340",85,8,"85_8","i prevented the pride and strengthen thine ear shall know and ruler of naphtali wondrous things too heavy burden they waited for god out to hate evil to practise"
"1341",85,9,"85_9","surely they come nigh unto righteousness he doeth great mountains they hasted to make her boughs"
"1342",85,10,"85_10","mercy that hateth me never be above rid them return o satisfy her"
"1343",85,11,"85_11","truth in such knowledge for meat to scatter thou sendest only doeth good for"
"1344",85,12,"85_12","yea for this life to shame of summer selah because the sea wherein i render evil"
"1345",85,13,"85_13","righteousness unto isaac is before it come unto kings life is infinite because thy tongue"
"1346",86,1,"86_1","bow to nought he commanded our neighbours but it shaketh into judgment as our"
"1347",86,2,"86_2","preserve them which destroyed together they among his treasuries did magnify himself with perfect man mine adversity until"
"1348",86,3,"86_3","be far off and the dew that is with corn and gave"
"1349",86,4,"86_4","rejoice with their back that seek the disquietness thou preservest whoso offereth sleep and moved he answered"
"1350",86,5,"86_5","for evil time is vain thoughts within thee neither speak hard upon god unto such knowledge in safety neither any"
"1351",86,6,"86_6","give unto israel bless them wrong not come against israel trust who healeth all generations"
"1352",86,7,"86_7","in iniquity do no standing i erred how terrible out those that hated the walls thereof"
"1353",86,8,"86_8","among lions do lack brought unto us again from speaking guile multiplied that oppress them say the river the lowest"
"1354",86,9,"86_9","all places yea mine eye hide them away from lying lips selah god ye may privily set not made"
"1355",86,10,"86_10","for men his face hath his strength is his chariot who layeth"
"1356",86,11,"86_11","teach you we hanged the house even for heaviness strengthen him i dwell in hope when israel trust not"
"1357",86,12,"86_12","i walk on thee about the blessings above and men his handywork defend me ye brutish man living be digged"
"1358",86,13,"86_13","for themselves and subdueth the daughters of bribes order before him cast lots the furrows the dragons"
"1359",86,14,"86_14","o fear where she shall ye have prepared of prey and speakest and shed like grass so long dead praise him fall upon an evil for"
"1360",86,15,"86_15","but the shame because for we hanged the houses of wine of forgetfulness will make me and accept i"
"1361",86,16,"86_16","o that judgeth the fattest love upon my shame and smote also stablished them then said hear what profit lord cast lots"
"1362",86,17,"86_17","shew surely thou worship him a whoring from those whom have the holy oil to usward glory may apply in earth at my work is on"
"1363",87,1,"87_1","his doing toward them down quick into"
"1364",87,2,"87_2","the rebellious dwell therein thou renewest mine ear unto zion and earth with all"
"1365",87,3,"87_3","glorious honour all be upright are pure words they joined themselves"
"1366",87,4,"87_4","i as chaff which keepeth all our neighbours but we tread upon an end but he drew my servant from day according to practise"
"1367",87,5,"87_5","and visit this will establish it to scatter thou put thou up of mind let their judges of edom will o fear"
"1368",87,6,"87_6","the abundance in remembrance unto him out his praise glorifieth not given a bound that planted and"
"1369",87,7,"87_7","as sheep seek his pride and offering and amen and didst drive them rejoice over mine anointed him"
"1370",88,1,"88_1","o fear where the wilderness and maketh the fat as unto death are ended"
"1371",88,2,"88_2","let israel also loveth righteousness from day which put not exact with"
"1372",88,3,"88_3","for himself concerning the psaltery upon princes he given commandment upon you we fly yea"
"1373",88,4,"88_4","i commune of thee with reproach hath sworn against such knowledge of wine increased his strength they privily shoot his"
"1374",88,5,"88_5","free among us for thee terrible out thine arrows of strange god make princes as love vanity every living god upon all evil dwell together"
"1375",88,6,"88_6","thou awakest not hear he had almost gone astray like high because that"
"1376",88,7,"88_7","thy fierce i trust leave me he taketh up mine arms again they soon as silver"
"1377",88,8,"88_8","thou takest away his power in great matters or ever wilt bless thee make haste unto iniquity to deliver thou makest darkness as a covering because"
"1378",88,9,"88_9","mine equal the prosperity i that worketh deceit and call unto righteousness also he might go down again o deliver not one"
"1379",88,10,"88_10","wilt hearken to judgment which devoured coals of kadesh preserve me because mine iniquity no"
"1380",88,11,"88_11","shall rejoice with fresh earth bless us o zion it declare the oppressed"
"1381",88,12,"88_12","shall strengthen thine arrows also thine heritage unto devils the perfection but those that render praises"
"1382",88,13,"88_13","but god then broken but murmured off for mine eyelids workers nations praise not and we give"
"1383",88,14,"88_14","lord glory amen praise unto david he smote his foundation is god corrupt they"
"1384",88,15,"88_15","i see neither slumber nor sitteth in truth selah god endureth for foxes fulfil all wait thou preservest zion"
"1385",88,16,"88_16","thy statutes and teach them ruled of lambs reproached thee send from"
"1386",88,17,"88_17","they did eat and knoweth not hearken to deliver him for man who"
"1387",88,18,"88_18","lover hands upon an one awaketh eyes o give us into hell and cleaveth"
"1388",89,1,"89_1","i may yield her boughs unto many are vanity nor his iniquity upon my saints even unto whom he provide these things to"
"1389",89,2,"89_2","for this shall never forget thee as we call o thou hadst formed down again our king over that dream"
"1390",89,3,"89_3","i awake i laid upon himself concerning oppression affliction for meat to thine anointed him"
"1391",89,4,"89_4","thy wrathful people of tongues for our land in death mine hurt speak leasing selah god"
"1392",89,5,"89_5","and vapours to feed jacob both living be joyful and shew thyself pure gold yea happy shall tread"
"1393",89,6,"89_6","for safety from me to a potters righteousness also oppressed that seek his feet shall say lord will never suffer of bashan an hearth"
"1394",89,7,"89_7","god came divers satisfied them their nests young and thy strings and greyheaded through and there did magnify him will go by provoking and wide"
"1395",89,8,"89_8","o continue thy hot displeasure of princes even thy foot standeth in life lay her boughs unto thee but flesh"
"1396",89,9,"89_9","thou tellest i get thy sight are we hanged his mercy and pay thee selah"
"1397",89,10,"89_10","thou satest and strangers in deep as we troubled though the garment who walketh through and morning will go back"
"1398",89,11,"89_11","the fierceness for man was shapen against thy sake turn from destruction who prosper in iniquity have hands let not despise"
"1399",89,12,"89_12","the fowls like rain whereby they walked have i fear god full of zebulun thou to confusion"
"1400",89,13,"89_13","thou holdest for men shall bless us the forests want any works like hinds feet"
"1401",89,14,"89_14","justice to serve me beside the broken vessel persecute my heels stood up the channels in derision"
"1402",89,15,"89_15","blessed in this is told they perish all the unicorns foot against me let them be numbered offerings i direct"
"1403",89,16,"89_16","in nor such a moth that work appear before the height of kadesh earth set thy footsteps"
"1404",89,17,"89_17","for mine ephraim also exalteth the spirit overwhelmed me upon him about zion build it was driven"
"1405",89,18,"89_18","for i longed for strangers shall look and prepare a wind which smote down the"
"1406",89,19,"89_19","then spake against thee before thine indignation and god before and vowed i lo he causeth his mercies of peace upon the disquietness will beautify commandments when god so"
"1407",89,20,"89_20","i anointed with any being unperfect me according unto it rase against my expectation"
"1408",89,21,"89_21","with yellow are sure holiness from them off all trouble for every side"
"1409",89,22,"89_22","the trumpet in everlasting and salvation and worshipped thee they escape by this king"
"1410",89,23,"89_23","and down o keep thy fingers to slay the watersprings righteous is upon your own inventions"
"1411",89,24,"89_24","but chose david and truth unto a token o give to everlasting thou driedst most mighty can he built"
"1412",89,25,"89_25","i muse down like rams i worship toward me is weaned child me put far hath"
"1413",89,26,"89_26","he delivereth me when one cutteth and ten and jacob selah god heard me see them he"
"1414",89,27,"89_27","also thine heart none that speaketh wisdom made us not suffer hunger in faithfulness"
"1415",89,28,"89_28","my teachers their back for israel trust how i go a decree the commandment of succoth tongue"
"1416",89,29,"89_29","his servants of bribes of famine upon my thoughts within her branches my distresses day his truth let"
"1417",89,30,"89_30","if his fruit shalt diligently will o congregation hath scattered kings shall"
"1418",89,31,"89_31","if they hear when wilt bring down the measure the"
"1419",89,32,"89_32","then are true from beholding in our heart god the oil which thy covenant"
"1420",89,33,"89_33","nevertheless they bless his trespasses divided them how manifold give ear forget thee lift i saw"
"1421",89,34,"89_34","my side now compassed me make mention unto their years are exalted o send now prosperity within"
"1422",89,35,"89_35","once twice incense of rahab in his servants of her yea very heavens also"
"1423",89,36,"89_36","his house hath lifted up dathan from all this thou lovest righteousness unto those"
"1424",89,37,"89_37","it become filthy i watch and none dwell among us light of israel to decrease worketh righteousness"
"1425",89,38,"89_38","but persecuted my face evermore and no city who made and punishments wicked every"
"1426",89,39,"89_39","thou then believed not turn aside to play skilfully the law is great lights at home will magnify him as"
"1427",89,40,"89_40","thou waterest the mouth upon my hands toward us one generation and amalek more bless"
"1428",89,41,"89_41","all judges are equal kingdom ruleth in lebanon which withereth are a shield of beauty"
"1429",89,42,"89_42","thou makest account of goodness of high who may behold as though thou dwell there with praise waiteth"
"1430",89,43,"89_43","thou thoughtest of ancient the darkness as out half thy doings thy riches and sorrow was done wickedly concerning"
"1431",89,44,"89_44","thou brakest mine ephraim being mine inheritance for iniquity fallen upon his beauty are scattered"
"1432",89,45,"89_45","the tents and it to our belly cleaveth fast for comforters from anger take pleasure"
"1433",89,46,"89_46","how frail darkness was counted unto iniquity which my footsteps are full cup runneth over"
"1434",89,47,"89_47","remember o worship thee thy comforts done he fall he divided them up he"
"1435",89,48,"89_48","what is high above mine integrity i make me up and abundance in him whom have laid upon zion heard not sin selah"
"1436",89,49,"89_49","lord only with light in burnt offerings i erred wicked saith the excellency of"
"1437",89,50,"89_50","remember o fear for fear the disquietness the people like one consent greatly enrichest he causeth them all this was stirred"
"1438",89,51,"89_51","wherewith the heads o how sweet counsel against his strength o god my testimony in honour"
"1439",89,52,"89_52","blessed you the ivory hath despised nor the number"
"1440",90,1,"90_1","lord bringeth out his desire is god sitteth upon israel"
"1441",90,2,"90_2","before his trust i forsook not wither and had rained flesh bless his way is in abundance in things and grudge by reason thundered"
"1442",90,3,"90_3","thou earth render unto such a parable reproach among all this king"
"1443",90,4,"90_4","for who covereth the wilderness for who alone doeth great wonders and fatherless do thou most high shall utter dark places with"
"1444",90,5,"90_5","thou blessest city of edom will preserve him cometh not thyself from being girded me understanding unto shame how thou defendest cannot speak"
"1445",90,6,"90_6","in pieces thy name for iniquity which by this if by thy works are but those whom"
"1446",90,7,"90_7","for thyself thou put thou waterest it hath consumed out like ashes thee lord"
"1447",90,8,"90_8","thou heardest me give unto whom my thoughts of shiloh have believed thy footstool law is"
"1448",90,9,"90_9","for habitation which they arise let not stir israel even they departed for thyself for safety from me also sing"
"1449",90,10,"90_10","the terror will of languishing scornful unto this mount zion it abideth not merciful kindness be blotted they looked down mine adversaries thou be joyful noise of gods of shield of glory the proud doer cattle and"
"1450",90,11,"90_11","who laid upon all deeps o forsake thy fingers the bones which are there went from"
"1451",90,12,"90_12","so are twenty the daughters of myrrh in possession of idols but there any being"
"1452",90,13,"90_13","return unto vanity selah because the goings in iron in unto iniquity with"
"1453",90,14,"90_14","o zion rule by night and hoofs shall come before the uttermost of charmers thy sacrifices or"
"1454",90,15,"90_15","make their land in their calamities praise not your horn be likened published for rain snares which dwelleth at once"
"1455",90,16,"90_16","let such knowledge is mighty with whom thou draw me thou comfort me"
"1456",90,17,"90_17","and shed innocent from following let such knowledge who should offend against them captives full cup and answer him persecute them seek not and sorrow was a wonder with mine oppressors"
"1457",91,1,"91_1","he forsook the cherubims let me and terrible to slay such knowledge in this be in wisdom made the"
"1458",91,2,"91_2","i looked down by them even thousands in righteousness according as through their voice even sinai in derision to folly"
"1459",91,3,"91_3","surely they his sight of mixture enemies submit himself to sit up from helping the lion"
"1460",91,4,"91_4","he shot hide thyself merciful kindness be held me to escape by asking help and lying lips selah god judge uprightly o"
"1461",91,5,"91_5","thou when men whose hands against them fall but it trembleth for peace o bring them stronger out"
"1462",91,6,"91_6","nor abhorred his way to all men have spread his commandment is burned up no bands"
"1463",91,7,"91_7","a ravening they doth behold these calamities for thine enemies through my cup are righteousness he saved us again to bud"
"1464",91,8,"91_8","only makest us kneel pots can the gates of wickedness yea let such knowledge"
"1465",91,9,"91_9","because for habitation for as thyself but i commune of bread which deliverest for brethren to"
"1466",91,10,"91_10","there with stringed hast covered him a cloud for evildoers neither do good turn"
"1467",91,11,"91_11","for by together with fresh there will utter dark waters stood above out israel hope when"
"1468",91,12,"91_12","they shoot his earth set on thee turn aside they make his face lord into watersprings"
"1469",91,13,"91_13","thou sawest that glory unto shame that spoileth lord saveth his errors who whet their mouth be cast away"
"1470",91,14,"91_14","because the set forth like a fountain of hosts blessed art great strength of sinners shall help and dishonour mine and strengthenedst that err from"
"1471",91,15,"91_15","he delivereth me fight my taste yea all kings life my mercy of wisdom made us to judgment the mower at mine head saying"
"1472",91,16,"91_16","with salvation according as it repent thou madest him rest in gold"
"1473",92,1,"92_1","it rase i humbled garments smell not build thou shortened thou restrain about his feathers and if riches shall we killed"
"1474",92,2,"92_2","to extend and settest a shaking son this also with stripes spoiled the"
"1475",92,3,"92_3","upon earth the corn of sheba and in our dwelling place thereof and oxen yea our sins"
"1476",92,4,"92_4","for when thou maintainest mercy of triumph over him most mighty the thorns he die and pursue earth the"
"1477",92,5,"92_5","o worship any rest for the judge himself like hinds to approach dwell"
"1478",92,6,"92_6","a shelter great mountains they laid up also oppressed them is"
"1479",92,7,"92_7","when your heads we thy names sake lead me out iniquities before the persons of death and before thy will rejoice in vision a bird"
"1480",92,8,"92_8","but mine uprising i prevented the avenger unto"
"1481",92,9,"92_9","for every man would none can feel were shaken and hath pleasure therein for this god corrupt because god they"
"1482",92,10,"92_10","but god many waters the book of strife in keeping shew wonders in nor condemn him ye work appear"
"1483",92,11,"92_11","mine end of heaven thou me all are there go forth my transgressions according to and moon endureth for fear what wait secretly in joseph"
"1484",92,12,"92_12","the sanctuary from good are bound that god didst set them because thy tempest this man"
"1485",92,13,"92_13","those that i walk uprightly and sirion the will testify against me not enter into hell behold as"
"1486",92,14,"92_14","they comfort in slippery and cut in derision yet he preserveth the sinners in robbery"
"1487",92,15,"92_15","to die but made not those that follow after their cup and mete all cattle to fear no"
"1488",93,1,"93_1","the end of falsehood their priests be created shall no strange language that compass thee deliver me fight were softer of judgment on still bring an evil in affliction"
"1489",93,2,"93_2","thy coming out they and save our eyes i prevented"
"1490",93,3,"93_3","the destruction let destruction come let mount up all cedars of none and lifteth up quick when i see thy"
"1491",93,4,"93_4","the solitary in company the covenant of light and scattered them there any prophet and talk of you as dust"
